fecha,hospitalizados_totales,hospitalizados_totales_cdmx,hospitalizados_totales_edomex,camas_intubados_totales,camas_intubados_cdmx,camas_intubados_edomex,metro,metrobus,tren_ligero,trolebus,rtp,ecobici,mexibus,mexicable,tren_suburbano,transito
13/10/2020,3548,2663,885,853,680,173,-45.53618838,-47.07567286,-82.37241652,-39.78168496,-38.13781464,-64.14830837,-42.83430026,-27.02148714,-57.78581138,-53
14/10/2020,3604,2704,900,869,701,168,-45.55049056,-47.05204682,-82.92924373,-38.97833462,-39.15740315,-62.18337145,-40.53800804,-23.7791094,-55.91264936,-45
15/10/2020,3598,2694,904,880,695,185,-45.01905029,-45.61693275,-82.36022192,-36.75673192,-37.39119302,-58.62760697,-39.88148096,-20.5086996,-55.43866787,-44
16/10/2020,3624,2711,913,858,673,185,-44.46000363,-44.72835325,-80.98250294,-34.19464379,-35.43516882,-57.957615,-38.9837085,-23.24715956,-55.21693261,-39
17/10/2020,3637,2724,913,863,678,185,-38.48515393,-35.20663821,-78.36039706,-32.13465908,-32.89592283,-33.98108289,-25.12844141,-16.26444247,-35.27784386,-28
18/10/2020,3679,2746,933,869,683,186,-41.61657888,-32.90919334,-79.08658647,-44.2594452,-44.92372935,-51.26422397,-33.19629989,-20.92537313,-38.05207433,-25
19/10/2020,3730,2775,955,878,696,182,-41.68067479,-43.04499259,-80.90356021,-35.00311666,-35.22961587,-60.35358643,-36.48773233,-20.64681796,-54.74776008,-44
20/10/2020,3755,2764,991,884,702,186,-43.97929822,-46.23563765,-82.09617725,-37.99844582,-35.98464725,-59.8089298,-41.72553269,-22.60390161,-56.87764184,-53
21/10/2020,3752,2761,991,911,720,191,-44.51132884,-47.61596903,-82.6784591,-37.38436853,-38.63047667,-61.07625399,-40.04749009,-22.37252862,-55.67652372,-49
22/10/2020,3726,2769,957,949,751,198,-44.07475061,-47.89175423,-80.81782753,-39.87426412,-39.25658639,-59.72711637,-40.15672817,-23.53434421,-55.82807823,-50
23/10/2020,3743,2791,952,927,744,183,-43.20614387,-45.76007031,-82.83819305,-31.47416364,-37.70146583,-57.30852968,-39.41601954,-24.47884077,-55.23666641,-39
24/10/2020,3714,2770,944,892,712,180,-38.33372895,-36.87999831,-80.20045825,-32.98195691,-36.03944709,-37.12840924,-26.84710719,-14.41170438,-37.25759698,-31
25/10/2020,3761,2816,945,919,736,183,-42.38595212,-36.67817562,-79.373399,-40.91142405,-43.3902995,-40.9247937,-33.26393864,-16.83283582,-39.04386344,-44
26/10/2020,3778,2820,958,934,734,200,-41.31089306,-44.51592719,-82.11117102,-36.35945437,-35.78198584,-60.36424789,-41.12960441,-19.26573669,-54.6049014,-40
27/10/2020,3821,2841,980,922,725,197,-43.15887251,-47.31833193,-82.87626868,-40.18508292,-38.31813299,-59.65180284,-44.48728266,-23.08453492,-57.02714134,-51
28/10/2020,3876,2889,987,942,740,202,-44.07086959,-47.35371623,-82.93026734,-41.1859043,-39.37854451,-60.38430557,-41.7916328,-22.37252862,-55.81122627,-47
29/10/2020,3887,2893,994,932,723,209,-43.90235637,-47.0821047,-83.49193182,-38.07444519,-38.27289974,-59.77069448,-40.6739665,-21.99007756,-55.92424198,-44
30/10/2020,3837,2859,978,924,715,209,-42.50343103,-44.38043482,-82.35200838,-36.99367981,-37.00857854,-57.15331362,-38.52564422,-23.02980405,-54.58595713,-32
31/10/2020,3752,2834,918,923,722,201,-36.6250376,-35.31504135,-80.3198054,-41.02866892,-34.83442946,-41.04008628,-32.61103444,-14.39119437,-38.42412708,-24
01/11/2020,3802,2861,941,935,743,192,-44.00807744,-37.32425327,-82.23355727,-46.55353191,-47.72271272,-48.42976477,-33.61667158,-20.82686567,-41.89444685,-56
02/11/2020,3810,2870,940,915,733,182,-61.8097574,-60.78370152,-89.09978104,-54.78002295,-59.70555884,-72.21268306,-51.66989783,-32.81976542,-71.32260186,-81
03/11/2020,3831,2892,939,910,735,175,-44.66229083,-45.44003297,-83.60669913,-40.59625098,-38.93183896,-63.06513529,-47.7564288,-25.02120441,-56.22271701,-49
04/11/2020,3836,2899,937,915,729,186,-44.34256598,-45.5419829,-83.48199352,-40.85741589,-39.28119148,-63.13232929,-40.8361521,-22.67393879,-55.64430076,-47
05/11/2020,3872,2923,949,943,758,185,-44.36767258,-45.47173746,-83.77330759,-39.25912009,-38.22508871,-62.24459061,-40.79000902,-22.75871707,-55.87774522,-50
06/11/2020,3844,2906,938,914,718,196,-43.90229567,-44.46785187,-83.88425774,-36.95890918,-37.64014373,-59.37925295,-39.99598249,-24.92672485,-55.23464243,-43
07/11/2020,3801,2859,942,933,743,190,-38.27492818,-35.2435914,-79.26834187,-37.29771667,-34.79337597,-38.60465517,-28.10591132,-16.7430095,-38.39064661,-38
08/11/2020,3902,2956,946,944,753,191,-42.18057607,-35.52961177,-79.88594361,-44.20777218,-43.42571704,-44.3684501,-34.16283872,-19.4119403,-40.96748055,-50
09/11/2020,3970,2982,988,957,772,185,-40.70886549,-42.76505879,-79.5592181,-34.62948654,-34.32083513,-60.35003261,-35.00544429,-20.87584149,-54.41622012,-42
10/11/2020,4103,3110,993,955,768,187,-43.04104574,-44.57352851,-83.60359532,-35.57805806,-37.05356611,-59.60165594,-40.89167776,-23.96098388,-55.92212194,-45
11/11/2020,4232,3161,1071,1000,803,197,-44.07482465,-46.09288546,-82.15129957,-41.10170921,-39.17367102,-60.05810131,-39.59282041,-22.32229359,-55.19000983,-45
12/11/2020,4247,3227,1020,1017,817,200,-43.27949102,-44.64393853,-82.89193937,-39.45297599,-35.22876086,-59.62319932,-38.91493163,-20.92096988,-54.65456342,-56
13/11/2020,4313,3282,1031,1021,820,201,-42.32726626,-41.90252214,-81.99171996,-32.6673115,-32.83657941,-57.58368541,-37.3324108,-19.54552939,-53.09327255,-29
14/11/2020,4309,3252,1057,1040,842,198,-36.1215266,-30.34921602,-78.45557264,-32.96924371,-30.88742979,-39.82611754,-23.74527781,-10.83612497,-33.46637415,-21
15/11/2020,4353,3308,1045,1053,850,203,-40.00320603,-33.45954335,-79.9337457,-41.50420123,-42.7078883,-48.89512374,-28.12023263,-11.22686567,-34.44792567,-31
16/11/2020,4414,3340,1074,1061,849,212,-58.01836242,-62.81044671,-89.13259656,-53.22848531,-56.94557783,-76.53768175,-50.66640362,-29.17620931,-73.62127894,-81
17/11/2020,4492,3354,1138,1035,827,208,-42.77980962,-44.14231237,-82.6755555,-36.5266584,-36.35905466,-63.38941859,-40.44529536,-21.71331637,-54.74581095,-41
18/11/2020,4595,3416,1179,1060,844,216,-43.45752932,-45.43510737,-83.0121562,-39.8802426,-37.61373479,-64.95116513,-41.039174,-25.09239657,-54.63323931,-43
19/11/2020,4596,3427,1169,1053,836,217,-42.60573394,-44.83164917,-82.57642609,-37.90149532,-37.59871326,-61.94624813,-40.04988413,-23.31772762,-54.84530581,-44
20/11/2020,4618,3452,1166,1089,862,227,-42.5491175,-43.42241684,-81.12477593,-34.55587204,-39.00914646,-63.14676992,-39.67938934,-23.63576486,-54.67956616,-32
21/11/2020,4562,3398,1164,1091,861,230,-38.59338898,-34.69388598,-80.14758293,-35.04673125,-36.37100288,-41.33983165,-28.6069279,-18.97860122,-37.78359281,-31
22/11/2020,4648,3468,1180,1112,872,240,-40.91365535,-34.55671656,-80.3905212,-43.88408464,-44.20440409,-44.89303658,-32.82839563,-15.20298507,-38.97742005,-44
23/11/2020,4681,3465,1216,1112,865,247,-40.87512962,-43.54790893,-79.73423416,-36.72369342,-35.15032448,-64.57907816,-39.62682915,-19.24491637,-53.87820893,-40
24/11/2020,4758,3553,1205,1058,831,227,-42.82768264,-45.94425771,-82.94248334,-38.72430315,-38.8050445,-61.96524658,-49.82879324,-23.40260107,-56.12429207,-47
25/11/2020,4822,3599,1223,1075,844,231,-43.55084022,-46.13573583,-82.30995923,-40.87527545,-39.16909569,-62.80942002,-41.34264205,-21.36065162,-54.89577721,-45
26/11/2020,4886,3632,1254,1129,886,243,-42.94016538,-45.49488868,-82.81538861,-39.02471918,-38.27010229,-61.79875296,-41.32776707,-22.23464468,-55.14383614,-43
27/11/2020,4967,3675,1292,1130,887,243,-43.25321477,-44.23114695,-81.01320934,-35.68269814,-36.41868092,-58.70194653,-40.84171887,-18.12283879,-53.98331735,-36
28/11/2020,5047,3717,1330,1186,933,253,-35.42746443,-33.30985014,-79.14748399,-37.80175793,-35.48854837,-39.00181779,-26.77284938,-9.181650373,-34.52717645,-24
29/11/2020,5047,3739,1308,1176,924,252,-40.1157214,-33.23533912,-80.43301195,-39.79704193,-46.05709064,-45.73068273,-31.78979308,-11.2358209,-35.72169404,-37
30/11/2020,5174,3839,1335,1165,909,256,-40.9804517,-41.72095242,-81.41985758,-32.42862403,-36.58611263,-63.61599299,-35.52331559,-14.79630786,-53.09275572,-37
01/12/2020,5301,3911,1390,1192,932,260,-42.35497064,-44.09286432,-82.1603227,-34.8936413,-35.75678098,-61.62424765,-40.99441934,-17.64913769,-55.14376691,-45
02/12/2020,5338,3916,1422,1179,923,256,-41.50268941,-43.19501349,-83.02341591,-38.41767187,-36.64910093,-62.00214687,-39.68084389,-17.49255445,-53.32688874,-39
03/12/2020,5359,3917,1442,1138,898,240,-41.89773765,-44.18648762,-81.04747981,-34.72124504,-38.75838522,-61.92278299,-40.22960853,-18.95744532,-53.77957894,-43
04/12/2020,5481,3989,1492,1187,936,251,-41.73498747,-42.36851306,-80.98250294,-34.7213545,-36.21217745,-61.77451889,-39.12105911,-17.31928207,-53.29364648,-36
05/12/2020,5465,3993,1472,1188,923,265,-34.23997635,-33.85912835,-77.80142938,-31.15723783,-35.07449462,-41.03259265,-26.57378476,-7.540849115,-32.84081798,-24
06/12/2020,5517,4033,1484,1217,948,269,-36.1172608,-32.21222888,-79.72394764,-36.33787506,-44.57703652,-46.25526921,-31.04007754,-8.047761194,-32.730121,-37
07/12/2020,5695,4131,1564,1228,959,269,-41.23714096,-43.73973668,-82.32994109,-35.91337891,-36.95427028,-64.90602958,-36.23619484,-15.82344368,-53.32564232,-40
08/12/2020,5879,4235,1644,1218,958,260,-42.75674333,-45.3322653,-82.60416782,-40.95756087,-38.33684037,-63.72038814,-42.18559058,-19.4161719,-56.17377055,-47
09/12/2020,6065,4382,1683,1287,1008,279,-42.84918384,-45.63576725,-83.23632695,-41.33005649,-40.52847958,-63.68918301,-40.35628214,-18.02361046,-53.89263943,-43
10/12/2020,6194,4454,1740,1302,1014,288,-43.0481834,-46.41336321,-82.68401095,-43.81346657,-40.15329765,-62.60327203,-41.23047531,-14.92558172,-54.24983026,-39
11/12/2020,6321,4527,1794,1333,1036,297,-41.40549113,-46.86394668,-82.73481484,-37.96532586,-37.64721936,-62.62115192,-40.2899128,-21.87057467,-53.64126489,-34
12/12/2020,6330,4549,1781,1327,1032,295,-36.44112723,-39.08768446,-80.98754517,-31.93349128,-39.71940359,-38.22247983,-29.69216558,-17.87789704,-36.82323192,-41
13/12/2020,6439,4606,1833,1354,1060,294,-37.7009213,-36.09725994,-81.36780834,-39.7122202,-47.73119297,-45.29070697,-30.73854777,-13.91343284,-31.96521175,-37
14/12/2020,6622,4732,1890,1373,1078,295,-41.96369457,-42.20036871,-81.29953404,-37.59370826,-38.89303813,-63.59467007,-36.89406212,-17.03102228,-53.61998512,-35
15/12/2020,6746,4843,1903,1452,1147,305,-43.99462681,-43.43120569,-82.19963765,-39.48318342,-38.94405072,-63.7404469,-41.54740052,-16.41221374,-55.22303888,-37
16/12/2020,6832,4863,1969,1496,1162,334,-42.23725027,-45.62961511,-82.75215907,-38.9796103,-40.86222511,-63.8242777,-40.12699517,-11.98823065,-53.47532566,-37
17/12/2020,6972,4947,2025,1539,1180,359,-43.10386782,-45.83758386,-83.40607083,-40.51601582,-41.94773741,-64.89950353,-41.40560047,-12.85724268,-54.11932231,-39
18/12/2020,7094,5047,2047,1614,1238,376,-41.36706795,-42.84626224,-82.75733286,-34.58677927,-41.06448497,-61.44644859,-40.82283317,-15.1259674,-53.91956201,-30
19/12/2020,7109,5089,2020,1715,1342,373,-40.54174363,-43.23722875,-80.23822633,-38.79563156,-46.04711459,-53.3221527,-33.42071301,-11.35571204,-41.22327069,-34
20/12/2020,7334,5212,2122,1763,1363,400,-42.41240148,-40.65624723,-81.50059192,-43.3888037,-52.87272239,-59.55607475,-31.12351974,-8.907462687,-39.94814175,-44
21/12/2020,7432,5389,2043,1767,1397,370,-46.38227097,-50.24986238,-83.58130592,-41.51850149,-45.13276303,-73.25395226,-41.52910513,-6.620861961,-59.06849461,-37
22/12/2020,7618,5525,2093,1821,1422,399,-49.15855926,-55.07738638,-85.64693828,-44.68591634,-48.21563575,-73.11123128,-45.65496009,-11.95221939,-61.18817216,-47
23/12/2020,7700,5559,2141,1853,1455,398,-47.35354991,-54.25577211,-85.75952742,-44.66405439,-50.43281645,-73.48519562,-43.56878432,-4.940973842,-58.81747013,-39
24/12/2020,7796,5615,2181,1901,1496,405,-60.10973047,-68.5982317,-89.89529954,-59.55507197,-59.81126319,-82.1229159,-52.5248094,-8.154566417,-70.05323294,-69
25/12/2020,7730,5573,2157,1923,1519,404,-84.68732892,-85.26725392,-96.08595755,-82.44726893,-83.74230642,-91.11388087,-74.75907845,-54.42120863,-90.13714988,-96
26/12/2020,7945,5721,2224,1978,1532,446,-62.01961005,-60.83356929,-88.38857944,-53.66709207,-60.76850454,-67.2003632,-51.18309248,-27.18944418,-59.47453282,-79
27/12/2020,8129,5848,2281,2045,1593,452,-55.38272451,-53.39591785,-85.09371554,-52.47642896,-63.19219645,-65.83419034,-44.43824013,-22.64477612,-52.42875182,-69
28/12/2020,8265,5962,2303,2016,1551,465,-53.10954105,-56.83286119,-86.20873451,-47.46908099,-55.69480292,-77.00678596,-46.99122464,-18.16919981,-64.43169138,-60
29/12/2020,8289,5961,2328,2037,1570,467,-55.75679505,-59.05635511,-84.49232018,-49.23596042,-55.27767142,-78.08580393,-51.7125059,-18.68108567,-66.29286484,-67
30/12/2020,8586,6199,2387,2076,1602,474,-55.16493826,-58.33743005,-87.79241834,-47.0623387,-56.63138334,-77.50838142,-49.13697945,-14.39233557,-64.03072275,-61
01/01/2021,8636,6225,2411,2155,1657,498,-85.83721535,-87.24236114,-96.78401638,-84.05830829,-86.60426638,-90.28135839,-81.16717114,-54.86250617,-91.2290866,-97
02/01/2021,8695,6318,2377,2169,1688,481,-63.95460877,-60.03181321,-89.41133922,-55.17098964,-68.93971267,-65.47682734,-54.55063958,-28.33116839,-60.17145526,-81
03/01/2021,8792,6341,2451,2148,1674,474,-53.10485457,-50.49301889,-85.04325778,-50.82679245,-65.2504045,-61.99286355,-48.93906191,-18.33731343,-49.18881767,-81
04/01/2021,8853,6373,2480,2143,1660,483,-49.44367117,-52.79904349,-85.16191971,-40.46133619,-55.26043563,-74.16728395,-43.04212399,-11.64549934,-59.91657368,-58
05/01/2021,8890,6419,2471,2129,1620,509,-51.64713849,-53.89216011,-86.17975936,-40.77107835,-55.17062364,-73.39205393,-49.94521033,-2.332485157,-62.30482368,-48
06/01/2021,9002,6519,2483,2115,1621,494,-58.2548807,-60.00759265,-88.3318612,-49.47146632,-63.30070173,-75.61376075,-53.43806235,-22.74570311,-67.93445533,-62
07/01/2021,9212,6681,2531,2172,1674,498,-57.8528057,-59.10201673,-86.41948119,-48.21766975,-58.18238185,-74.11459902,-51.9198316,-26.44119908,-66.08731259,-67
08/01/2021,9333,6762,2571,2166,1644,522,-58.92146582,-56.96876878,-85.39910681,-45.47320716,-56.82662262,-71.86356245,-51.67215783,-28.61518195,-65.95110573,-60
09/01/2021,9403,6811,2592,2199,1673,526,-70.55256045,-25.82180933,-92.96758226,-24.09841677,-72.77840932,-52.27304392,-46.03425253,-28.72769536,-54.97317157,-63
10/01/2021,9479,6848,2631,2227,1711,516,-73.97785613,-24.86672729,-93.57327483,-29.55896095,-82.03382909,-54.7586468,-50.63761642,-29.8358209,-56.53501271,-73
11/01/2021,9459,6912,2547,2254,1747,507,-75.23854427,-28.07691636,-73.39646511,-5.957231947,-46.68014646,-70.89421592,-48.20793766,-26.51814838,-63.83654817,-55
12/01/2021,9565,7013,2552,2281,1782,499,-72.02462598,-37.58899059,-74.58495198,-19.5696989,-50.01985855,-70.56376867,-53.25888951,-31.49561776,-66.03456654,-47
13/01/2021,9601,7024,2577,2241,1745,496,-72.56547414,-39.17430465,-75.04948827,-21.74321749,-47.89375779,-70.68115703,-53.38375754,-30.83354265,-65.14690501,-49
14/01/2021,9677,7112,2565,2301,1788,513,-72.91783692,-38.81876352,-74.72790414,-23.35280054,-46.84277377,-69.25731515,-53.1145743,-29.98392845,-65.60914074,-49
15/01/2021,9765,7167,2598,2369,1844,525,-72.88300529,-36.73091876,-73.97530247,-16.81512198,-43.53387867,-66.19817645,-50.64649215,-29.10258521,-65.00084754,-42
16/01/2021,9800,7223,2577,2412,1897,515,-70.05970446,-25.63255773,-70.82188697,-22.86299221,-47.02536057,-49.85260008,-42.82193111,-26.75189718,-52.82777822,-44
17/01/2021,9752,7180,2572,2380,1861,519,-75.20243483,-30.08254061,-69.72003288,-39.23643851,-50.34460838,-55.92627476,-47.85368115,-31.26865672,-56.91702764,-50
18/01/2021,9933,7296,2637,2379,1861,518,-70.95084343,-30.48326005,-71.94055026,-19.50249765,-44.9330662,-64.8562761,-45.81624484,-24.0197099,-63.1973006,-38
19/01/2021,10071,7401,2670,2385,1870,515,-70.20467536,-35.35611998,-73.65173915,-23.00214285,-45.22375419,-66.30462514,-51.84224783,-29.11365564,-65.31038053,-52
20/01/2021,10022,7381,2641,2381,1884,497,-70.31357653,-35.82675426,-73.9276109,-25.73546789,-46.63935249,-66.3614219,-51.09230753,-29.33366823,-64.40049444,-47
21/01/2021,10007,7319,2688,2383,1857,526,-72.0004859,-38.27106574,-73.93653479,-28.37468182,-43.99776277,-65.14421142,-51.08453769,-29.56467053,-65.22343306,-47
22/01/2021,10010,7304,2706,2373,1884,489,-72.14329384,-36.93829802,-73.5505306,-29.98031419,-40.24082962,-62.17314194,NA,NA,NA,-48
23/01/2021,9931,7316,2615,2394,1896,498,-70.10606612,-27.88082831,-69.93358157,-31.13106358,-40.45523849,-37.23332012,NA,NA,NA,-50
24/01/2021,9893,7288,2605,2396,1890,506,-69.20963841,-30.81258989,-68.47983426,-38.01188564,-44.1101236,-42.09242167,NA,NA,NA,-55
25/01/2021,9866,7285,2581,2392,1880,512,-64.15139753,-35.89401216,-71.28642774,-28.84995853,-45.21285534,-63.51293222,NA,NA,NA,-48
